dsim_gene_id	dsim_symbol	dsim_symbol_clean	dmel_gene_id	dmel_symbol	match_status
FBgn0182905	Dsim\GD11150	GD11150			unmatched
FBgn0182906	Dsim\GD11151	GD11151			unmatched
FBgn0182907	Dsim\GD11152	GD11152			unmatched
FBgn0182908	Dsim\GD11153	GD11153			unmatched
FBgn0182909	Dsim\GD11154	GD11154			unmatched
FBgn0182910	Dsim\GD11155	GD11155			unmatched
FBgn0182913	Dsim\GD11158	GD11158			unmatched
FBgn0182914	Dsim\GD11159	GD11159			unmatched
FBgn0182915	Dsim\GD11160	GD11160			unmatched
FBgn0182916	Dsim\GD11161	GD11161			unmatched
FBgn0182917	Dsim\GD11162	GD11162			unmatched
FBgn0182918	Dsim\GD11163	GD11163			unmatched
FBgn0182919	Dsim\GD11164	GD11164			unmatched
FBgn0182920	Dsim\GD11165	GD11165			unmatched
FBgn0182921	Dsim\GD11166	GD11166			unmatched
FBgn0182922	Dsim\GD11167	GD11167			unmatched
FBgn0182923	Dsim\GD11168	GD11168			unmatched
FBgn0182925	Dsim\GD11170	GD11170			unmatched
FBgn0182926	Dsim\GD11171	GD11171			unmatched
FBgn0182927	Dsim\GD11172	GD11172			unmatched
FBgn0182928	Dsim\GD11173	GD11173			unmatched
FBgn0182929	Dsim\GD11174	GD11174			unmatched
FBgn0182931	Dsim\GD11176	GD11176			unmatched
FBgn0182932	Dsim\GD11177	GD11177			unmatched
FBgn0182934	Dsim\GD11179	GD11179			unmatched
FBgn0182935	Dsim\GD11180	GD11180			unmatched
FBgn0182936	Dsim\GD11181	GD11181			unmatched
FBgn0182937	Dsim\GD11182	GD11182			unmatched
FBgn0182939	Dsim\GD11185	GD11185			unmatched
FBgn0182940	Dsim\GD11186	GD11186			unmatched
FBgn0182941	Dsim\GD11188	GD11188			unmatched
FBgn0182942	Dsim\GD11189	GD11189			unmatched
FBgn0182943	Dsim\GD11190	GD11190			unmatched
FBgn0182944	Dsim\GD11191	GD11191			unmatched
FBgn0182945	Dsim\GD11192	GD11192			unmatched
FBgn0182946	Dsim\GD11193	GD11193			unmatched
FBgn0182947	Dsim\GD11194	GD11194			unmatched
FBgn0182948	Dsim\GD11195	GD11195			unmatched
FBgn0182949	Dsim\GD11196	GD11196			unmatched
FBgn0182951	Dsim\GD11198	GD11198			unmatched
FBgn0182952	Dsim\GD11199	GD11199			unmatched
FBgn0182953	Dsim\GD11200	GD11200			unmatched
FBgn0182954	Dsim\GD11201	GD11201			unmatched
FBgn0182955	Dsim\GD11202	GD11202			unmatched
FBgn0182956	Dsim\GD11203	GD11203			unmatched
FBgn0182957	Dsim\GD11204	GD11204			unmatched
FBgn0182958	Dsim\GD11205	GD11205			unmatched
FBgn0182959	Dsim\GD11206	GD11206			unmatched
FBgn0182960	Dsim\GD11207	GD11207			unmatched
FBgn0182961	Dsim\GD11208	GD11208			unmatched
FBgn0182963	Dsim\GD11210	GD11210			unmatched
FBgn0182964	Dsim\GD11212	GD11212			unmatched
FBgn0182965	Dsim\GD11213	GD11213			unmatched
FBgn0182966	Dsim\GD11214	GD11214			unmatched
FBgn0182967	Dsim\GD11215	GD11215			unmatched
FBgn0182968	Dsim\GD11216	GD11216			unmatched
FBgn0182970	Dsim\GD11218	GD11218			unmatched
FBgn0182971	Dsim\GD11219	GD11219			unmatched
FBgn0182972	Dsim\GD11220	GD11220			unmatched
FBgn0182973	Dsim\GD11221	GD11221			unmatched
FBgn0182974	Dsim\GD11222	GD11222			unmatched
FBgn0182975	Dsim\GD11223	GD11223			unmatched
FBgn0182976	Dsim\GD11224	GD11224			unmatched
FBgn0182977	Dsim\GD11225	GD11225			unmatched
FBgn0182978	Dsim\GD11226	GD11226			unmatched
FBgn0182979	Dsim\GD11227	GD11227			unmatched
FBgn0182981	Dsim\GD11229	GD11229			unmatched
FBgn0182982	Dsim\GD11230	GD11230			unmatched
FBgn0182983	Dsim\GD11231	GD11231			unmatched
FBgn0182984	Dsim\GD11232	GD11232			unmatched
FBgn0182985	Dsim\GD11233	GD11233			unmatched
FBgn0182986	Dsim\GD11234	GD11234			unmatched
FBgn0182987	Dsim\GD11235	GD11235			unmatched
FBgn0182988	Dsim\GD11236	GD11236			unmatched
FBgn0182989	Dsim\GD11237	GD11237			unmatched
FBgn0182990	Dsim\GD11238	GD11238			unmatched
FBgn0182991	Dsim\GD11239	GD11239			unmatched
FBgn0182992	Dsim\GD11240	GD11240			unmatched
FBgn0182993	Dsim\GD11241	GD11241			unmatched
FBgn0182994	Dsim\GD11242	GD11242			unmatched
FBgn0182995	Dsim\GD11243	GD11243			unmatched
FBgn0182996	Dsim\GD11244	GD11244			unmatched
FBgn0182997	Dsim\GD11245	GD11245			unmatched
FBgn0182999	Dsim\GD11247	GD11247			unmatched
FBgn0183000	Dsim\GD11248	GD11248			unmatched
FBgn0183001	Dsim\GD11249	GD11249			unmatched
FBgn0183002	Dsim\GD11251	GD11251			unmatched
FBgn0183003	Dsim\GD11253	GD11253			unmatched
FBgn0183004	Dsim\GD11254	GD11254			unmatched
FBgn0183005	Dsim\GD11255	GD11255			unmatched
FBgn0183006	Dsim\GD11256	GD11256			unmatched
FBgn0183008	Dsim\GD11258	GD11258			unmatched
FBgn0183012	Dsim\GD11262	GD11262			unmatched
FBgn0183013	Dsim\GD11263	GD11263			unmatched
FBgn0183014	Dsim\GD11264	GD11264			unmatched
FBgn0183015	Dsim\GD11265	GD11265			unmatched
FBgn0183017	Dsim\GD11267	GD11267			unmatched
FBgn0183018	Dsim\GD11268	GD11268			unmatched
FBgn0183019	Dsim\GD11269	GD11269			unmatched
FBgn0183020	Dsim\GD11270	GD11270			unmatched
FBgn0183021	Dsim\GD11271	GD11271			unmatched
FBgn0183023	Dsim\GD11273	GD11273			unmatched
FBgn0183024	Dsim\GD11274	GD11274			unmatched
FBgn0183025	Dsim\GD11275	GD11275			unmatched
FBgn0183026	Dsim\GD11276	GD11276			unmatched
FBgn0183028	Dsim\GD11278	GD11278			unmatched
FBgn0183029	Dsim\GD11279	GD11279			unmatched
FBgn0183031	Dsim\GD11282	GD11282			unmatched
FBgn0183032	Dsim\GD11283	GD11283			unmatched
FBgn0183033	Dsim\GD11284	GD11284			unmatched
FBgn0183035	Dsim\GD11286	GD11286			unmatched
FBgn0183036	Dsim\GD11287	GD11287			unmatched
FBgn0183037	Dsim\GD11288	GD11288			unmatched
FBgn0183038	Dsim\GD11289	GD11289			unmatched
FBgn0183039	Dsim\GD11290	GD11290			unmatched
FBgn0183040	Dsim\GD11291	GD11291			unmatched
FBgn0183041	Dsim\GD11292	GD11292			unmatched
FBgn0183042	Dsim\GD11293	GD11293			unmatched
FBgn0183043	Dsim\GD11294	GD11294			unmatched
FBgn0183044	Dsim\GD11295	GD11295			unmatched
FBgn0183045	Dsim\GD11296	GD11296			unmatched
FBgn0183046	Dsim\GD11297	GD11297			unmatched
FBgn0183049	Dsim\GD11300	GD11300			unmatched
FBgn0183050	Dsim\GD11301	GD11301			unmatched
FBgn0183051	Dsim\GD11302	GD11302			unmatched
FBgn0183052	Dsim\GD11303	GD11303			unmatched
FBgn0183054	Dsim\GD11305	GD11305			unmatched
FBgn0183055	Dsim\GD11306	GD11306			unmatched
FBgn0183056	Dsim\GD11307	GD11307			unmatched
FBgn0183057	Dsim\GD11308	GD11308			unmatched
FBgn0183058	Dsim\GD11309	GD11309			unmatched
FBgn0183059	Dsim\GD11310	GD11310			unmatched
FBgn0183060	Dsim\GD11311	GD11311			unmatched
FBgn0183061	Dsim\GD11312	GD11312			unmatched
FBgn0183062	Dsim\GD11313	GD11313			unmatched
FBgn0183064	Dsim\GD11315	GD11315			unmatched
FBgn0183065	Dsim\GD11316	GD11316			unmatched
FBgn0183066	Dsim\GD11317	GD11317			unmatched
FBgn0183067	Dsim\GD11318	GD11318			unmatched
FBgn0183068	Dsim\GD11319	GD11319			unmatched
FBgn0183071	Dsim\GD11322	GD11322			unmatched
FBgn0183072	Dsim\GD11323	GD11323			unmatched
FBgn0183074	Dsim\GD11325	GD11325			unmatched
FBgn0183075	Dsim\GD11326	GD11326			unmatched
FBgn0183076	Dsim\GD11327	GD11327			unmatched
FBgn0183077	Dsim\GD11328	GD11328			unmatched
FBgn0183080	Dsim\GD11331	GD11331			unmatched
FBgn0183081	Dsim\GD11332	GD11332			unmatched
FBgn0183082	Dsim\GD11333	GD11333			unmatched
FBgn0183084	Dsim\GD11335	GD11335			unmatched
FBgn0183085	Dsim\GD11336	GD11336			unmatched
FBgn0183086	Dsim\GD11337	GD11337			unmatched
FBgn0183087	Dsim\GD11338	GD11338			unmatched
FBgn0183088	Dsim\GD11339	GD11339			unmatched
FBgn0183089	Dsim\GD11340	GD11340			unmatched
FBgn0183090	Dsim\GD11341	GD11341			unmatched
FBgn0183092	Dsim\GD11343	GD11343			unmatched
FBgn0183093	Dsim\GD11344	GD11344			unmatched
FBgn0183094	Dsim\GD11345	GD11345			unmatched
FBgn0183095	Dsim\GD11346	GD11346			unmatched
FBgn0183096	Dsim\GD11347	GD11347			unmatched
FBgn0183097	Dsim\GD11348	GD11348			unmatched
FBgn0183098	Dsim\GD11349	GD11349			unmatched
FBgn0183099	Dsim\GD11350	GD11350			unmatched
FBgn0183101	Dsim\GD11352	GD11352			unmatched
FBgn0183105	Dsim\GD11356	GD11356			unmatched
FBgn0183106	Dsim\GD11357	GD11357			unmatched
FBgn0183107	Dsim\GD11358	GD11358			unmatched
FBgn0183108	Dsim\GD11359	GD11359			unmatched
FBgn0183109	Dsim\GD11360	GD11360			unmatched
FBgn0183110	Dsim\GD11361	GD11361			unmatched
FBgn0183112	Dsim\GD11363	GD11363			unmatched
FBgn0183113	Dsim\GD11364	GD11364			unmatched
FBgn0183114	Dsim\GD11365	GD11365			unmatched
FBgn0183115	Dsim\GD11366	GD11366			unmatched
FBgn0183116	Dsim\GD11367	GD11367			unmatched
FBgn0183117	Dsim\GD11368	GD11368			unmatched
FBgn0183118	Dsim\GD11369	GD11369			unmatched
FBgn0183119	Dsim\GD11370	GD11370			unmatched
FBgn0183120	Dsim\GD11371	GD11371			unmatched
FBgn0183121	Dsim\GD11372	GD11372			unmatched
FBgn0183122	Dsim\GD11373	GD11373			unmatched
FBgn0183123	Dsim\GD11374	GD11374			unmatched
FBgn0183124	Dsim\GD11375	GD11375			unmatched
FBgn0183125	Dsim\GD11376	GD11376			unmatched
FBgn0183126	Dsim\GD11377	GD11377			unmatched
FBgn0183127	Dsim\GD11378	GD11378			unmatched
FBgn0183129	Dsim\GD11380	GD11380			unmatched
FBgn0183131	Dsim\GD11382	GD11382			unmatched
FBgn0183132	Dsim\GD11383	GD11383			unmatched
FBgn0183133	Dsim\GD11384	GD11384			unmatched
FBgn0183134	Dsim\GD11385	GD11385			unmatched
FBgn0183135	Dsim\GD11386	GD11386			unmatched
FBgn0183136	Dsim\GD11387	GD11387			unmatched
FBgn0183137	Dsim\GD11388	GD11388			unmatched
FBgn0183138	Dsim\GD11389	GD11389			unmatched
FBgn0183140	Dsim\GD11391	GD11391			unmatched
FBgn0183141	Dsim\GD11392	GD11392			unmatched
FBgn0183143	Dsim\GD11394	GD11394			unmatched
FBgn0183144	Dsim\GD11395	GD11395			unmatched
FBgn0183145	Dsim\GD11396	GD11396			unmatched
FBgn0183146	Dsim\GD11397	GD11397			unmatched
FBgn0183147	Dsim\GD11398	GD11398			unmatched
FBgn0183148	Dsim\GD11399	GD11399			unmatched
FBgn0183149	Dsim\GD11400	GD11400			unmatched
FBgn0183150	Dsim\GD11401	GD11401			unmatched
FBgn0183151	Dsim\GD11402	GD11402			unmatched
FBgn0183153	Dsim\GD11404	GD11404			unmatched
FBgn0183154	Dsim\GD11405	GD11405			unmatched
FBgn0183155	Dsim\GD11406	GD11406			unmatched
FBgn0183156	Dsim\GD11407	GD11407			unmatched
FBgn0183157	Dsim\GD11408	GD11408			unmatched
FBgn0183159	Dsim\GD11410	GD11410			unmatched
FBgn0183161	Dsim\GD11412	GD11412			unmatched
FBgn0183162	Dsim\GD11413	GD11413			unmatched
FBgn0183164	Dsim\GD11415	GD11415			unmatched
FBgn0183165	Dsim\GD11416	GD11416			unmatched
FBgn0183166	Dsim\GD11417	GD11417			unmatched
FBgn0183167	Dsim\GD11418	GD11418			unmatched
FBgn0183168	Dsim\GD11419	GD11419			unmatched
FBgn0183170	Dsim\GD11421	GD11421			unmatched
FBgn0183172	Dsim\GD11423	GD11423			unmatched
FBgn0183174	Dsim\GD11425	GD11425			unmatched
FBgn0183175	Dsim\GD11426	GD11426			unmatched
FBgn0183176	Dsim\GD11427	GD11427			unmatched
FBgn0183177	Dsim\GD11428	GD11428			unmatched
FBgn0183178	Dsim\GD11429	GD11429			unmatched
FBgn0183179	Dsim\GD11430	GD11430			unmatched
FBgn0183180	Dsim\GD11431	GD11431			unmatched
FBgn0183181	Dsim\GD11432	GD11432			unmatched
FBgn0183183	Dsim\GD11434	GD11434			unmatched
FBgn0183184	Dsim\GD11435	GD11435			unmatched
FBgn0183185	Dsim\GD11436	GD11436			unmatched
FBgn0183186	Dsim\GD11437	GD11437			unmatched
FBgn0183187	Dsim\GD11438	GD11438			unmatched
FBgn0183188	Dsim\GD11439	GD11439			unmatched
FBgn0183189	Dsim\GD11440	GD11440			unmatched
FBgn0183190	Dsim\GD11441	GD11441			unmatched
FBgn0183191	Dsim\GD11442	GD11442			unmatched
FBgn0183192	Dsim\GD11443	GD11443			unmatched
FBgn0183193	Dsim\GD11444	GD11444			unmatched
FBgn0183194	Dsim\GD11445	GD11445			unmatched
FBgn0183195	Dsim\GD11446	GD11446			unmatched
FBgn0183196	Dsim\GD11447	GD11447			unmatched
FBgn0183197	Dsim\GD11448	GD11448			unmatched
FBgn0183198	Dsim\GD11449	GD11449			unmatched
FBgn0183199	Dsim\GD11450	GD11450			unmatched
FBgn0183200	Dsim\GD11451	GD11451			unmatched
FBgn0183201	Dsim\GD11452	GD11452			unmatched
FBgn0183202	Dsim\GD11453	GD11453			unmatched
FBgn0183203	Dsim\GD11454	GD11454			unmatched
FBgn0183204	Dsim\GD11455	GD11455			unmatched
FBgn0183205	Dsim\GD11456	GD11456			unmatched
FBgn0183206	Dsim\GD11457	GD11457			unmatched
FBgn0183207	Dsim\GD11458	GD11458			unmatched
FBgn0183208	Dsim\GD11459	GD11459			unmatched
FBgn0183210	Dsim\GD11461	GD11461			unmatched
FBgn0183211	Dsim\GD11462	GD11462			unmatched
FBgn0183212	Dsim\GD11463	GD11463			unmatched
FBgn0183213	Dsim\GD11464	GD11464			unmatched
FBgn0183214	Dsim\GD11465	GD11465			unmatched
FBgn0183216	Dsim\GD11467	GD11467			unmatched
FBgn0183218	Dsim\GD11469	GD11469			unmatched
FBgn0183219	Dsim\GD11470	GD11470			unmatched
FBgn0183220	Dsim\GD11471	GD11471			unmatched
FBgn0183222	Dsim\GD11473	GD11473			unmatched
FBgn0183223	Dsim\GD11474	GD11474			unmatched
FBgn0183224	Dsim\GD11475	GD11475			unmatched
FBgn0183225	Dsim\GD11476	GD11476			unmatched
FBgn0183226	Dsim\Obp56a	Obp56a	FBgn0034468	Obp56a	matched
FBgn0183227	Dsim\Obp56e	Obp56e	FBgn0034471	Obp56e	matched
FBgn0183228	Dsim\Obp56f	Obp56f	FBgn0043533	Obp56f	matched
FBgn0183229	Dsim\GD11480	GD11480			unmatched
FBgn0183230	Dsim\Obp56h	Obp56h	FBgn0034475	Obp56h	matched
FBgn0183231	Dsim\GD11483	GD11483			unmatched
FBgn0183232	Dsim\Obp56i	Obp56i	FBgn0043532	Obp56i	matched
FBgn0183234	Dsim\GD11486	GD11486			unmatched
FBgn0183235	Dsim\GD11487	GD11487			unmatched
FBgn0183236	Dsim\GD11488	GD11488			unmatched
FBgn0183237	Dsim\GD11489	GD11489			unmatched
FBgn0183239	Dsim\GD11492	GD11492			unmatched
FBgn0183241	Dsim\GD11494	GD11494			unmatched
FBgn0183242	Dsim\GD11495	GD11495			unmatched
FBgn0183243	Dsim\GD11496	GD11496			unmatched
FBgn0183244	Dsim\GD11501	GD11501			unmatched
FBgn0183246	Dsim\GD11504	GD11504			unmatched
FBgn0183248	Dsim\GD11507	GD11507			unmatched
FBgn0183250	Dsim\GD11509	GD11509			unmatched
FBgn0183251	Dsim\GD11510	GD11510			unmatched
FBgn0183252	Dsim\GD11511	GD11511			unmatched
FBgn0183253	Dsim\GD11512	GD11512			unmatched
FBgn0183254	Dsim\GD11513	GD11513			unmatched
FBgn0183255	Dsim\GD11514	GD11514			unmatched
FBgn0183257	Dsim\Obp57c	Obp57c	FBgn0034509	Obp57c	matched
FBgn0183258	Dsim\Obp57b	Obp57b	FBgn0043534	Obp57b	matched
FBgn0183259	Dsim\Obp57a	Obp57a	FBgn0043535	Obp57a	matched
FBgn0183260	Dsim\GD11519	GD11519			unmatched
FBgn0183261	Dsim\GD11520	GD11520			unmatched
FBgn0183262	Dsim\GD11521	GD11521			unmatched
FBgn0183263	Dsim\GD11522	GD11522			unmatched
FBgn0183264	Dsim\GD11523	GD11523			unmatched
FBgn0183265	Dsim\GD11524	GD11524			unmatched
FBgn0183266	Dsim\GD11525	GD11525			unmatched
FBgn0183267	Dsim\GD11526	GD11526			unmatched
FBgn0183268	Dsim\GD11527	GD11527			unmatched
FBgn0183269	Dsim\GD11528	GD11528			unmatched
FBgn0183271	Dsim\GD11530	GD11530			unmatched
FBgn0183272	Dsim\GD11531	GD11531			unmatched
FBgn0183273	Dsim\GD11532	GD11532			unmatched
FBgn0183274	Dsim\GD11533	GD11533			unmatched
FBgn0183275	Dsim\GD11534	GD11534			unmatched
FBgn0183276	Dsim\GD11535	GD11535			unmatched
FBgn0183277	Dsim\GD11536	GD11536			unmatched
FBgn0183278	Dsim\GD11537	GD11537			unmatched
FBgn0183279	Dsim\GD11538	GD11538			unmatched
FBgn0183281	Dsim\GD11540	GD11540			unmatched
FBgn0183283	Dsim\GD11542	GD11542			unmatched
FBgn0183285	Dsim\GD11544	GD11544			unmatched
FBgn0183286	Dsim\GD11545	GD11545			unmatched
FBgn0183287	Dsim\GD11546	GD11546			unmatched
FBgn0183288	Dsim\GD11547	GD11547			unmatched
FBgn0183289	Dsim\GD11548	GD11548			unmatched
FBgn0183290	Dsim\GD11549	GD11549			unmatched
FBgn0183291	Dsim\GD11550	GD11550			unmatched
FBgn0183292	Dsim\GD11551	GD11551			unmatched
FBgn0183293	Dsim\GD11552	GD11552			unmatched
FBgn0183294	Dsim\GD11553	GD11553			unmatched
FBgn0183295	Dsim\GD11554	GD11554			unmatched
FBgn0183296	Dsim\GD11555	GD11555			unmatched
FBgn0183297	Dsim\GD11556	GD11556			unmatched
FBgn0183298	Dsim\GD11557	GD11557			unmatched
FBgn0183299	Dsim\GD11558	GD11558			unmatched
FBgn0183301	Dsim\GD11560	GD11560			unmatched
FBgn0183302	Dsim\GD11561	GD11561			unmatched
FBgn0183303	Dsim\GD11562	GD11562			unmatched
FBgn0183305	Dsim\GD11564	GD11564			unmatched
FBgn0183306	Dsim\GD11565	GD11565			unmatched
FBgn0183307	Dsim\GD11566	GD11566			unmatched
FBgn0183308	Dsim\GD11567	GD11567			unmatched
FBgn0183310	Dsim\GD11569	GD11569			unmatched
FBgn0183311	Dsim\GD11570	GD11570			unmatched
FBgn0183312	Dsim\GD11571	GD11571			unmatched
FBgn0183313	Dsim\GD11572	GD11572			unmatched
FBgn0183314	Dsim\GD11573	GD11573			unmatched
FBgn0183316	Dsim\GD11575	GD11575			unmatched
FBgn0183317	Dsim\GD11576	GD11576			unmatched
FBgn0183318	Dsim\GD11577	GD11577			unmatched
FBgn0183322	Dsim\GD11581	GD11581			unmatched
FBgn0183323	Dsim\GD11582	GD11582			unmatched
FBgn0183324	Dsim\GD11583	GD11583			unmatched
FBgn0183327	Dsim\GD11586	GD11586			unmatched
FBgn0183328	Dsim\GD11587	GD11587			unmatched
FBgn0183329	Dsim\GD11588	GD11588			unmatched
FBgn0183331	Dsim\GD11590	GD11590			unmatched
FBgn0183332	Dsim\GD11591	GD11591			unmatched
FBgn0183334	Dsim\GD11593	GD11593			unmatched
FBgn0183336	Dsim\GD11595	GD11595			unmatched
FBgn0183338	Dsim\GD11597	GD11597			unmatched
FBgn0183340	Dsim\GD11599	GD11599			unmatched
FBgn0183342	Dsim\GD11601	GD11601			unmatched
FBgn0183345	Dsim\GD11604	GD11604			unmatched
FBgn0183348	Dsim\GD11607	GD11607			unmatched
FBgn0183349	Dsim\GD11608	GD11608			unmatched
FBgn0183350	Dsim\GD11610	GD11610			unmatched
FBgn0183352	Dsim\GD11612	GD11612			unmatched
FBgn0183353	Dsim\GD11613	GD11613			unmatched
FBgn0183354	Dsim\GD11614	GD11614			unmatched
FBgn0183355	Dsim\GD11615	GD11615			unmatched
FBgn0183357	Dsim\GD11617	GD11617			unmatched
FBgn0183358	Dsim\GD11618	GD11618			unmatched
FBgn0183360	Dsim\GD11620	GD11620			unmatched
FBgn0183362	Dsim\GD11622	GD11622			unmatched
FBgn0183363	Dsim\GD11623	GD11623			unmatched
FBgn0183364	Dsim\GD11624	GD11624			unmatched
FBgn0183365	Dsim\GD11625	GD11625			unmatched
FBgn0183366	Dsim\GD11626	GD11626			unmatched
FBgn0183369	Dsim\GD11629	GD11629			unmatched
FBgn0183371	Dsim\GD11631	GD11631			unmatched
FBgn0183372	Dsim\GD11632	GD11632			unmatched
FBgn0183374	Dsim\GD11634	GD11634			unmatched
FBgn0183376	Dsim\GD11636	GD11636			unmatched
FBgn0183377	Dsim\GD11637	GD11637			unmatched
FBgn0183379	Dsim\GD11639	GD11639			unmatched
FBgn0183380	Dsim\GD11640	GD11640			unmatched
FBgn0183381	Dsim\GD11641	GD11641			unmatched
FBgn0183382	Dsim\GD11642	GD11642			unmatched
FBgn0183383	Dsim\GD11643	GD11643			unmatched
FBgn0183384	Dsim\GD11644	GD11644			unmatched
FBgn0183385	Dsim\GD11645	GD11645			unmatched
FBgn0183386	Dsim\GD11646	GD11646			unmatched
FBgn0183387	Dsim\GD11647	GD11647			unmatched
FBgn0183389	Dsim\GD11649	GD11649			unmatched
FBgn0183390	Dsim\GD11650	GD11650			unmatched
FBgn0183391	Dsim\GD11651	GD11651			unmatched
FBgn0183392	Dsim\GD11652	GD11652			unmatched
FBgn0183393	Dsim\GD11653	GD11653			unmatched
FBgn0183394	Dsim\GD11654	GD11654			unmatched
FBgn0183396	Dsim\GD11656	GD11656			unmatched
FBgn0183397	Dsim\GD11657	GD11657			unmatched
FBgn0183398	Dsim\GD11658	GD11658			unmatched
FBgn0183399	Dsim\GD11659	GD11659			unmatched
FBgn0183400	Dsim\GD11660	GD11660			unmatched
FBgn0183401	Dsim\GD11661	GD11661			unmatched
FBgn0183402	Dsim\GD11662	GD11662			unmatched
FBgn0183403	Dsim\GD11663	GD11663			unmatched
FBgn0183404	Dsim\GD11664	GD11664			unmatched
FBgn0183405	Dsim\GD11665	GD11665			unmatched
FBgn0183406	Dsim\GD11666	GD11666			unmatched
FBgn0183407	Dsim\GD11667	GD11667			unmatched
FBgn0183408	Dsim\GD11668	GD11668			unmatched
FBgn0183410	Dsim\GD11670	GD11670			unmatched
FBgn0183411	Dsim\GD11671	GD11671			unmatched
FBgn0183412	Dsim\GD11672	GD11672			unmatched
FBgn0183413	Dsim\GD11673	GD11673			unmatched
FBgn0183414	Dsim\GD11674	GD11674			unmatched
FBgn0183415	Dsim\GD11675	GD11675			unmatched
FBgn0183416	Dsim\GD11676	GD11676			unmatched
FBgn0183417	Dsim\GD11677	GD11677			unmatched
FBgn0183418	Dsim\GD11678	GD11678			unmatched
FBgn0183419	Dsim\GD11679	GD11679			unmatched
FBgn0183420	Dsim\GD11680	GD11680			unmatched
FBgn0183421	Dsim\GD11681	GD11681			unmatched
FBgn0183422	Dsim\GD11682	GD11682			unmatched
FBgn0183423	Dsim\GD11683	GD11683			unmatched
FBgn0183424	Dsim\GD11684	GD11684			unmatched
FBgn0183425	Dsim\GD11685	GD11685			unmatched
FBgn0183426	Dsim\GD11686	GD11686			unmatched
FBgn0183427	Dsim\GD11687	GD11687			unmatched
FBgn0183428	Dsim\GD11688	GD11688			unmatched
FBgn0183429	Dsim\GD11689	GD11689			unmatched
FBgn0183431	Dsim\GD11691	GD11691			unmatched
FBgn0183432	Dsim\GD11692	GD11692			unmatched
FBgn0183433	Dsim\GD11693	GD11693			unmatched
FBgn0183434	Dsim\Obp59a	Obp59a	FBgn0034766	Obp59a	matched
FBgn0183435	Dsim\Obp58b	Obp58b	FBgn0034768	Obp58b	matched
FBgn0183436	Dsim\Obp58d	Obp58d	FBgn0034770	Obp58d	matched
FBgn0183437	Dsim\GD11697	GD11697			unmatched
FBgn0183439	Dsim\GD11699	GD11699			unmatched
FBgn0183440	Dsim\GD11700	GD11700			unmatched
FBgn0183442	Dsim\GD11702	GD11702			unmatched
FBgn0183444	Dsim\GD11704	GD11704			unmatched
FBgn0183445	Dsim\GD11705	GD11705			unmatched
FBgn0183446	Dsim\GD11706	GD11706			unmatched
FBgn0183450	Dsim\GD11710	GD11710			unmatched
FBgn0183451	Dsim\GD11711	GD11711			unmatched
FBgn0183453	Dsim\GD11713	GD11713			unmatched
FBgn0183454	Dsim\GD11714	GD11714			unmatched
FBgn0183455	Dsim\GD11715	GD11715			unmatched
FBgn0183456	Dsim\GD11716	GD11716			unmatched
FBgn0183457	Dsim\GD11717	GD11717			unmatched
FBgn0183458	Dsim\GD11718	GD11718			unmatched
FBgn0183459	Dsim\GD11719	GD11719			unmatched
FBgn0183460	Dsim\GD11720	GD11720			unmatched
FBgn0183461	Dsim\GD11721	GD11721			unmatched
FBgn0183462	Dsim\GD11722	GD11722			unmatched
FBgn0183463	Dsim\GD11723	GD11723			unmatched
FBgn0183464	Dsim\GD11724	GD11724			unmatched
FBgn0183466	Dsim\GD11726	GD11726			unmatched
FBgn0183467	Dsim\GD11727	GD11727			unmatched
FBgn0183471	Dsim\GD11732	GD11732			unmatched
FBgn0183472	Dsim\GD11733	GD11733			unmatched
FBgn0183474	Dsim\GD11735	GD11735			unmatched
FBgn0183475	Dsim\GD11736	GD11736			unmatched
FBgn0183476	Dsim\GD11737	GD11737			unmatched
FBgn0183477	Dsim\GD11738	GD11738			unmatched
FBgn0183478	Dsim\GD11739	GD11739			unmatched
FBgn0183480	Dsim\GD11741	GD11741			unmatched
FBgn0183481	Dsim\GD11742	GD11742			unmatched
FBgn0183482	Dsim\GD11743	GD11743			unmatched
FBgn0183483	Dsim\GD11744	GD11744			unmatched
FBgn0183484	Dsim\GD11745	GD11745			unmatched
FBgn0183485	Dsim\GD11746	GD11746			unmatched
FBgn0183486	Dsim\GD11747	GD11747			unmatched
FBgn0183487	Dsim\GD11748	GD11748			unmatched
FBgn0183489	Dsim\GD11750	GD11750			unmatched
FBgn0183490	Dsim\GD11751	GD11751			unmatched
FBgn0183491	Dsim\GD11752	GD11752			unmatched
FBgn0183492	Dsim\GD11753	GD11753			unmatched
FBgn0183493	Dsim\GD11754	GD11754			unmatched
FBgn0183494	Dsim\GD11755	GD11755			unmatched
FBgn0183495	Dsim\GD11756	GD11756			unmatched
FBgn0183496	Dsim\GD11757	GD11757			unmatched
FBgn0183497	Dsim\GD11758	GD11758			unmatched
FBgn0183498	Dsim\GD11759	GD11759			unmatched
FBgn0183499	Dsim\GD11760	GD11760			unmatched
FBgn0183500	Dsim\GD11761	GD11761			unmatched
FBgn0183505	Dsim\GD11766	GD11766			unmatched
FBgn0183508	Dsim\GD11769	GD11769			unmatched
FBgn0183509	Dsim\GD11770	GD11770			unmatched
FBgn0183510	Dsim\GD11771	GD11771			unmatched
FBgn0183511	Dsim\GD11772	GD11772			unmatched
FBgn0183512	Dsim\GD11773	GD11773			unmatched
